Gene,pathways
SFA1,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00071  Fatty acid degradation', 'sce00350  Tyrosine metabolism', 'sce00620  Pyruvate metabolism', 'sce00680  Methane metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
GLT1,"['PATHWAY     sce00250  Alanine, aspartate and glutamate metabolism', 'sce00910  Nitrogen metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
DLD1,"['PATHWAY     sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways']"
AIR2,['PATHWAY     sce03018  RNA degradation']
DLD2,"['PATHWAY     sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways']"
PCL9,['PATHWAY     sce04111  Cell cycle - yeast']
LYS20,"['PATHWAY     sce00300  Lysine biosynthesis', 'sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
RPL41A,['PATHWAY     sce03010  Ribosome']
VMA1,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways', 'sce04145  Phagosome']"
PPH22,"['PATHWAY     sce03015  mRNA surveillance pathway', 'sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast', 'sce04136  Autophagy - other', 'sce04138  Autophagy - yeast']"
UFD2,"['PATHWAY     sce04120  Ubiquitin mediated proteolysis', 'sce04141  Protein processing in endoplasmic reticulum']"
ARF1,['PATHWAY     sce04144  Endocytosis']
SNF3,['PATHWAY     sce04113  Meiosis - yeast']
SEC31,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
MRPL11,['PATHWAY     sce03010  Ribosome']
HEM3,"['PATHWAY     sce00860  Porphyrin and chlorophyll metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
GLE1,"['PATHWAY     sce03013  Nucleocytoplasmic transport', 'sce03015  mRNA surveillance pathway']"
NHP2,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
GDH2,"['PATHWAY     sce00220  Arginine biosynthesis', 'sce00250  Alanine, aspartate and glutamate metabolism', 'sce00430  Taurine and hypotaurine metabolism', 'sce00910  Nitrogen metabolism', 'sce01100  Metabolic pathways']"
GCS1,['PATHWAY     sce04144  Endocytosis']
SSB1,"['PATHWAY     sce03040  Spliceosome', 'sce04141  Protein processing in endoplasmic reticulum', 'sce04144  Endocytosis', 'sce04213  Longevity regulating pathway - multiple species']"
OST4,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce00513  Various types of N-glycan biosynthesis', 'sce01100  Metabolic pathways', 'sce04141  Protein processing in endoplasmic reticulum']"
YPD1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
GUD1,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways']"
THI13,"['PATHWAY     sce00730  Thiamine metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
HXT15,['PATHWAY     sce04113  Meiosis - yeast']
SOR2,"['PATHWAY     sce00040  Pentose and glucuronate interconversions', 'sce00051  Fructose and mannose metabolism', 'sce01100  Metabolic pathways']"
NTH1,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
RAD57,['PATHWAY     sce03440  Homologous recombination']
TRP1,"['PATHWAY     sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
GAL3,"['PATHWAY     sce00052  Galactose metabolism', 'sce00520  Amino sugar and nucleotide sugar metabolism', 'sce01100  Metabolic pathways', 'sce01250  Biosynthesis of nucleotide sugars']"
SNQ2,['PATHWAY     sce02010  ABC transporters']
RPL4B,['PATHWAY     sce03010  Ribosome']
KCS1,"['PATHWAY     sce04070  Phosphatidylinositol signaling system', 'sce04138  Autophagy - yeast']"
GCV1,"['PATHWAY     sce00260  Glycine, serine and threonine metabolism', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce00670  One carbon pool by folate', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
DAS2,"['PATHWAY     sce00240  Pyrimidine metabolism', 'sce01100  Metabolic pathways']"
FAL1,"['PATHWAY     sce03013  Nucleocytoplasmic transport', 'sce03015  mRNA surveillance pathway', 'sce03040  Spliceosome']"
ATG31,['PATHWAY     sce04138  Autophagy - yeast']
RAD28,"['PATHWAY     sce03420  Nucleotide excision repair', 'sce04120  Ubiquitin mediated proteolysis']"
PST2,"['PATHWAY     sce00130  Ubiquinone and other terpenoid-quinone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
ARO3,"['PATHWAY     sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
EHD3,"['PATHWAY     sce00280  Valine, leucine and isoleucine degradation', 'sce00410  beta-Alanine metabolism', 'sce00640  Propanoate metabolism', 'sce01100  Metabolic pathways', 'sce01200  Carbon metabolism']"
RSM10,['PATHWAY     sce03010  Ribosome']
HEM13,"['PATHWAY     sce00860  Porphyrin and chlorophyll metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
HEM12,"['PATHWAY     sce00860  Porphyrin and chlorophyll metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
TPI1,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00051  Fructose and mannose metabolism', 'sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids']"
DBF4,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
CDC34,['PATHWAY     sce04120  Ubiquitin mediated proteolysis']
YOS9,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
TGL2,"['PATHWAY     sce00561  Glycerolipid metabolism', 'sce01100  Metabolic pathways']"
UBC5,"['PATHWAY     sce04120  Ubiquitin mediated proteolysis', 'sce04141  Protein processing in endoplasmic reticulum']"
LCB2,"['PATHWAY     sce00600  Sphingolipid metabolism', 'sce01100  Metabolic pathways', 'sce04138  Autophagy - yeast']"
DOA4,['PATHWAY     sce04144  Endocytosis']
RAD55,['PATHWAY     sce03440  Homologous recombination']
VPS41,['PATHWAY     sce04138  Autophagy - yeast']
SLU7,['PATHWAY     sce03040  Spliceosome']
UBC13,['PATHWAY     sce04120  Ubiquitin mediated proteolysis']
GIS1,['PATHWAY     sce04213  Longevity regulating pathway - multiple species']
MSH6,['PATHWAY     sce03430  Mismatch repair']
BMH2,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
FOB1,['PATHWAY     sce04111  Cell cycle - yeast']
ALT2,"['PATHWAY     sce00220  Arginine biosynthesis', 'sce00250  Alanine, aspartate and glutamate metabolism', 'sce01100  Metabolic pathways', 'sce01200  Carbon metabolism', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
PDS1,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
MRPL1,['PATHWAY     sce03010  Ribosome']
APC4,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast', 'sce04120  Ubiquitin mediated proteolysis']"
ARO1,"['PATHWAY     sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
YCF1,['PATHWAY     sce02010  ABC transporters']
PEX7,['PATHWAY     sce04146  Peroxisome']
MKC7,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
TAF12,['PATHWAY     sce03022  Basal transcription factors']
SWI5,['PATHWAY     sce04111  Cell cycle - yeast']
EKI1,"['PATHWAY     sce00564  Glycerophospholipid metabolism', 'sce01100  Metabolic pathways']"
KGD2,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00310  Lysine degradation', 'sce00380  Tryptophan metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
RPA14,['PATHWAY     sce03020  RNA polymerase']
HOM2,"['PATHWAY     sce00260  Glycine, serine and threonine metabolism', 'sce00261  Monobactam biosynthesis', 'sce00270  Cysteine and methionine metabolism', 'sce00300  Lysine biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
CWC15,['PATHWAY     sce03040  Spliceosome']
HSP42,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
SUP35,['PATHWAY     sce03015  mRNA surveillance pathway']
ARG82,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways', 'sce04070  Phosphatidylinositol signaling system', 'sce04138  Autophagy - yeast']"
UBC1,['PATHWAY     sce04120  Ubiquitin mediated proteolysis']
SDH4,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
SCC2,['PATHWAY     sce04111  Cell cycle - yeast']
CDC1,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
HST4,"['PATHWAY     sce00760  Nicotinate and nicotinamide metabolism', 'sce01100  Metabolic pathways', 'sce04213  Longevity regulating pathway - multiple species']"
REF2,['PATHWAY     sce03015  mRNA surveillance pathway']
CAB5,"['PATHWAY     sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
UME6,"['PATHWAY     sce04113  Meiosis - yeast', 'sce04138  Autophagy - yeast', 'sce04139  Mitophagy - yeast']"
MSS4,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways', 'sce04011  MAPK signaling pathway - yeast', 'sce04070  Phosphatidylinositol signaling system', 'sce04139  Mitophagy - yeast', 'sce04144  Endocytosis']"
RAD9,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
GTB1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
ADK1,"['PATHWAY     sce00230  Purine metabolism', 'sce00730  Thiamine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
PCF11,['PATHWAY     sce03015  mRNA surveillance pathway']
HEM1,"['PATHWAY     sce00260  Glycine, serine and threonine metabolism', 'sce00860  Porphyrin and chlorophyll metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
FMN1,"['PATHWAY     sce00740  Riboflavin metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
MRPL7,['PATHWAY     sce03010  Ribosome']
AMD2,"['PATHWAY     sce00330  Arginine and proline metabolism', 'sce00360  Phenylalanine metabolism', 'sce00380  Tryptophan metabolism', 'sce01100  Metabolic pathways']"
PRP28,['PATHWAY     sce03040  Spliceosome']
PEX5,['PATHWAY     sce04146  Peroxisome']
MNN10,"['PATHWAY     sce00513  Various types of N-glycan biosynthesis', 'sce01100  Metabolic pathways']"
CTA1,"['PATHWAY     sce00380  Tryptophan metabolism', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce04011  MAPK signaling pathway - yeast', 'sce04146  Peroxisome', 'sce04213  Longevity regulating pathway - multiple species']"
HSP78,['PATHWAY     sce04213  Longevity regulating pathway - multiple species']
SWM1,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast', 'sce04120  Ubiquitin mediated proteolysis']"
EXG2,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways']"
PEX10,['PATHWAY     sce04146  Peroxisome']
MSW1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
GLO2,"['PATHWAY     sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways']"
RRP45,['PATHWAY     sce03018  RNA degradation']
GCN2,"['PATHWAY     sce04138  Autophagy - yeast', 'sce04141  Protein processing in endoplasmic reticulum']"
DPP1,"['PATHWAY     sce00561  Glycerolipid metabolism', 'sce00564  Glycerophospholipid metabolism', 'sce01110  Biosynthesis of secondary metabolites']"
ZIP1,['PATHWAY     sce04113  Meiosis - yeast']
SRP101,['PATHWAY     sce03060  Protein export']
DPL1,"['PATHWAY     sce00600  Sphingolipid metabolism', 'sce01100  Metabolic pathways']"
SUR2,"['PATHWAY     sce00600  Sphingolipid metabolism', 'sce01100  Metabolic pathways']"
ATP5,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
PRO1,"['PATHWAY     sce00330  Arginine and proline metabolism', 'sce00332  Carbapenem biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
CFT1,['PATHWAY     sce03015  mRNA surveillance pathway']
GPI11,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
HNT2,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways']"
SUM1,['PATHWAY     sce04113  Meiosis - yeast']
TFB1,"['PATHWAY     sce03022  Basal transcription factors', 'sce03420  Nucleotide excision repair']"
IPK1,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways', 'sce04070  Phosphatidylinositol signaling system']"
ASP1,"['PATHWAY     sce00250  Alanine, aspartate and glutamate metabolism', 'sce00460  Cyanoamino acid metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
PEP7,['PATHWAY     sce04144  Endocytosis']
UTP4,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
YCG1,['PATHWAY     sce04111  Cell cycle - yeast']
PEX3,['PATHWAY     sce04146  Peroxisome']
GPI8,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
MSN5,['PATHWAY     sce03013  Nucleocytoplasmic transport']
MRPS28,['PATHWAY     sce03010  Ribosome']
FCF1,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
HXT7,['PATHWAY     sce04113  Meiosis - yeast']
HXT6,['PATHWAY     sce04113  Meiosis - yeast']
HXT3,['PATHWAY     sce04113  Meiosis - yeast']
MRP1,"['PATHWAY     sce04146  Peroxisome', 'sce04213  Longevity regulating pathway - multiple species']"
TRR1,['PATHWAY     sce00450  Selenocompound metabolism']
TRP4,"['PATHWAY     sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
SEM1,"['PATHWAY     sce03050  Proteasome', 'sce03440  Homologous recombination']"
CDC40,['PATHWAY     sce03040  Spliceosome']
XRS2,"['PATHWAY     sce03440  Homologous recombination', 'sce03450  Non-homologous end-joining']"
CTS2,"['PATHWAY     sce00520  Amino sugar and nucleotide sugar metabolism', 'sce01100  Metabolic pathways']"
LSM6,"['PATHWAY     sce03018  RNA degradation', 'sce03040  Spliceosome']"
RGA2,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
ARO10,"['PATHWAY     sce00360  Phenylalanine metabolism', 'sce01100  Metabolic pathways']"
YRA1,"['PATHWAY     sce03013  Nucleocytoplasmic transport', 'sce03015  mRNA surveillance pathway', 'sce03040  Spliceosome']"
RPP2B,['PATHWAY     sce03010  Ribosome']
MUS81,['PATHWAY     sce03440  Homologous recombination']
RVS167,['PATHWAY     sce04144  Endocytosis']
SAC7,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
UBA2,['PATHWAY     sce04120  Ubiquitin mediated proteolysis']
RPT3,['PATHWAY     sce03050  Proteasome']
SXM1,['PATHWAY     sce03013  Nucleocytoplasmic transport']
UTP5,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
HPT1,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
URH1,"['PATHWAY     sce00240  Pyrimidine metabolism', 'sce00760  Nicotinate and nicotinamide metabolism', 'sce01100  Metabolic pathways']"
MRP20,['PATHWAY     sce03010  Ribosome']
PDR15,['PATHWAY     sce02010  ABC transporters']
ADE8,"['PATHWAY     sce00230  Purine metabolism', 'sce00670  One carbon pool by folate', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
SIZ1,['PATHWAY     sce04120  Ubiquitin mediated proteolysis']
STE14,"['PATHWAY     sce00900  Terpenoid backbone biosynthesis', 'sce01110  Biosynthesis of secondary metabolites']"
DFM1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
SYF1,['PATHWAY     sce03040  Spliceosome']
HKR1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
RPN9,['PATHWAY     sce03050  Proteasome']
BNA7,"['PATHWAY     sce00380  Tryptophan metabolism', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
GPI17,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
PPZ2,"['PATHWAY     sce03015  mRNA surveillance pathway', 'sce04113  Meiosis - yeast']"
GPI19,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
LRS4,['PATHWAY     sce04113  Meiosis - yeast']
DOT1,"['PATHWAY     sce00310  Lysine degradation', 'sce01100  Metabolic pathways']"
APT2,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways']"
RPS17B,['PATHWAY     sce03010  Ribosome']
UTP6,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
YHP1,['PATHWAY     sce04111  Cell cycle - yeast']
GUK1,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways']"
TOM1,['PATHWAY     sce04120  Ubiquitin mediated proteolysis']
TFB3,"['PATHWAY     sce03022  Basal transcription factors', 'sce03420  Nucleotide excision repair']"
MFA1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
PKH3,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
TLG1,['PATHWAY     sce04130  SNARE interactions in vesicular transport']
RPL27B,['PATHWAY     sce03010  Ribosome']
